country,region,year,Mobile cellular subscriptions (per 100 people),"Mobile cellular subscriptions, total number",High-technology exports (% of manufactured exports),Personal computers,PC per 100,Internet users (per 100 people),"Internet users, total number"
Gambia,Western Africa,2006,26.1329874313221,404345,1.51778207134655,31500,2.02,5.23769115841218,81040.6478407367
Gambia,Western Africa,2007,50.294874123154,800371,2.03084818899011,NA,NA,6.20503741852418,98744.2973123038
Gambia,Western Africa,2008,71.2750449695527,1166136,14.3291141324819,NA,NA,6.88,112564.1616
Gambia,Western Africa,2009,78.0666859324959,1312874,1.12879622165147,NA,NA,7.63,128316.3042
Gambia,Western Africa,2010,85.53298611312,1478347,NA,NA,NA,9.2,159012.248
Gambia,Western Africa,2011,89.0151077949871,1581e3,NA,NA,NA,10.8703,NA
Ghana,Western Africa,1965,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1966,NA,NA,NA,NA,NA,NA,NA
Ghana,Western Africa,1967,NA,NA,NA,NA,NA,NA,NA
Ghana,Western Africa,1968,NA,NA,NA,NA,NA,NA,NA
Ghana,Western Africa,1969,NA,NA,NA,NA,NA,NA,NA
Ghana,Western Africa,1970,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1971,NA,NA,NA,NA,NA,NA,NA
Ghana,Western Africa,1972,NA,NA,NA,NA,NA,NA,NA
Ghana,Western Africa,1973,NA,NA,NA,NA,NA,NA,NA
Ghana,Western Africa,1974,NA,NA,NA,NA,NA,NA,NA
Ghana,Western Africa,1975,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1976,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1977,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1978,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1979,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1980,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1981,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1982,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1983,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1984,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1985,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1986,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1987,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1988,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1989,0,0,NA,NA,NA,NA,NA
Ghana,Western Africa,1990,0,0,NA,728,NA,0,0
Ghana,Western Africa,1991,0,0,NA,1500,NA,NA,NA
Ghana,Western Africa,1992,0.002554955985454,400,2.19221109361666,5e3,0.03,NA,NA
Ghana,Western Africa,1993,0.010816179464633,1742,NA,1e4,0.06,NA,NA
Ghana,Western Africa,1994,0.020151188276792,3336,NA,15e3,0.09,NA,NA
Ghana,Western Africa,1995,0.036477237821177,6200,NA,2e4,0.11,3.47917574152e-4,59.1352056401614
Ghana,Western Africa,1996,0.073244861542483,12766,0.36271280175016,25e3,0.14,0.005648762968924,984.53470376842
Ghana,Western Africa,1997,0.12246258103359,21866,0.49089987577356903,3e4,0.16,0.027537541793039,4916.89693100155
Ghana,Western Africa,1998,0.228394190222444,41753,0.573909484980877,4e4,0.21,0.032240443207223,5893.91185441333
Ghana,Western Africa,1999,0.37415693667704,70026,13.5843080089801,5e4,0.26,0.104895466160959,19631.8955853747
Ghana,Western Africa,2e3,0.678537308464328,130045,1.92412261593218,6e4,0.3,0.153615297625799,29441.1245049427
Ghana,Western Africa,2001,1.2418179970574,243797,2.61508267051356,7e4,0.34,0.200008060324831,39266.1124243307
Ghana,Western Africa,2002,1.92287987672092,386775,NA,82e3,0.4,0.830284033818739,167006.327887663
Ghana,Western Africa,2003,3.85974952958137,795529,3.68325376019939,96e3,0.45,1.19305791098328,245899.937183115
Ghana,Western Africa,2004,8.02560200182662,1695e3,NA,112e3,0.52,1.71679770389504,362586.147112675
Ghana,Western Africa,2005,13.2836680698524,2874560,0.196765173750745,128e3,0.58,1.83119746104616,396267.578047314
Ghana,Western Africa,2006,23.4871962615642,5207242,0.179617760825803,NA,NA,2.72317597313987,603743.25410352
Ghana,Western Africa,2007,33.4797379211702,7604053,1.05180920994816,NA,NA,3.85,874427.5155
Ghana,Western Africa,2008,49.7349658977821,11570430,1.42970472932309,NA,NA,4.27,993380.3152
Ghana,Western Africa,2009,63.4178184199545,15108916,3.66291816329263,NA,NA,5.44,1296047.4688
Ghana,Western Africa,2010,71.486862626053,17436949,2.00434365605393,NA,NA,9.55,2329419.0965
Ghana,Western Africa,2011,84.7792958179296,21165843,NA,NA,NA,14.11,NA
Guinea,Western Africa,1965,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1966,NA,NA,NA,NA,NA,NA,NA
Guinea,Western Africa,1967,NA,NA,NA,NA,NA,NA,NA
Guinea,Western Africa,1968,NA,NA,NA,NA,NA,NA,NA
Guinea,Western Africa,1969,NA,NA,NA,NA,NA,NA,NA
Guinea,Western Africa,1970,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1971,NA,NA,NA,NA,NA,NA,NA
Guinea,Western Africa,1972,NA,NA,NA,NA,NA,NA,NA
Guinea,Western Africa,1973,NA,NA,NA,NA,NA,NA,NA
Guinea,Western Africa,1974,NA,NA,NA,NA,NA,NA,NA
Guinea,Western Africa,1975,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1976,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1977,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1978,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1979,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1980,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1981,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1982,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1983,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1984,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1985,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1986,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1987,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1988,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1989,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1990,0,0,NA,NA,NA,0,0
Guinea,Western Africa,1991,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1992,0,0,NA,NA,NA,NA,NA
Guinea,Western Africa,1993,6.11218033843e-4,42,NA,NA,NA,NA,NA
Guinea,Western Africa,1994,0.011200682855424,812,NA,NA,NA,1.38318459719e-4,10.0274769620231
Guinea,Western Africa,1995,0.012557442035839,950,0.095979871545958,1e4,0.13,6.68589440753e-4,50.5803623781512
Guinea,Western Africa,1996,0.012170538712882,950,0.065655319919462,15e3,0.19,0.001948941880474,152.129238493837
Guinea,Western Africa,1997,0.035930146683446,2868,0.055385590006412,2e4,0.25,0.003803108508771,303.570015988268
Guinea,Western Africa,1998,0.265844083006169,21567,0.073853508223352,25e3,0.31,0.006203368503538,503.257574902263
Guinea,Western Africa,1999,0.306121779138643,25182,0.00934459866352,26720,0.32,0.06080891916038,5002.22560644127
Guinea,Western Africa,2e3,0.504668591930048,42112,0.095429159272973,29e3,0.34,0.095424923606385,7962.71939084546
Guinea,Western Africa,2001,0.657079467665305,55670,0.326896180082095,32e3,0.37,0.175541868491054,14872.5021854963
Guinea,Western Africa,2002,1.05488291836221,90772,9.5838887587e-4,42e3,0.48,0.402022748744397,34593.8002348962
Guinea,Western Africa,2003,1.2751668181237,111500,NA,43e3,0.48,0.450960370842751,39431.7673847196
Guinea,Western Africa,2004,1.74254029076012,154900,0.282864928113277,44e3,0.48,0.508819332302937,45230.5837584648
Guinea,Western Africa,2005,2.09037313492264,189e3,0.218509470995956,45e3,0.48,0.542254180996637,49027.6298026368
Guinea,Western Africa,2006,NA,NA,0.127097791080721,NA,NA,0.637492122987955,58661.6490369991
Guinea,Western Africa,2007,21.3364763385412,2e6,0.251229670447605,NA,NA,0.780025279059244,73116.5977627003
Guinea,Western Africa,2008,28.7683686033532,275e4,0.117730554593519,NA,NA,0.92,87943.812
Guinea,Western Africa,2009,35.7434938696681,3489e3,NA,NA,NA,0.94,91755.4398
Guinea,Western Africa,2010,40.073775821287,4e6,NA,NA,NA,1,99815.9
Guinea,Western Africa,2011,44.023523040151,45e5,NA,NA,NA,1.3,NA
Guinea-Bissau,Western Africa,1965,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1966,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1967,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1968,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1969,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1970,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1971,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1972,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1973,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1974,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1975,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1976,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1977,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1978,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1979,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1980,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1981,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1982,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1983,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1984,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1985,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1986,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1987,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1988,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1989,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1990,0,0,NA,NA,NA,0,0
Guinea-Bissau,Western Africa,1991,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1992,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1993,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1994,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1995,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1996,0,0,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1997,0,0,NA,NA,NA,0.016389063250312,191.853488330168
Guinea-Bissau,Western Africa,1998,0,0,NA,NA,NA,0.02406042052803,287.181570359487
Guinea-Bissau,Western Africa,1999,0,0,NA,NA,NA,0.117702448210923,1432.32344632768
Guinea-Bissau,Western Africa,2e3,0,0,NA,NA,NA,0.230103170591588,2854.78649110306
Guinea-Bissau,Western Africa,2001,0,0,NA,2600,0.18,0.299569144677667,3789.11530491271
Guinea-Bissau,Western Africa,2002,0,0,NA,3e3,0.21,1.02299323436117,13191.7637353283
Guinea-Bissau,Western Africa,2003,0.096973292414407,1275,NA,3e3,0.2,1.35419747762901,17804.9207259924
Guinea-Bissau,Western Africa,2004,2.94231712974357,39451,3.9330574577947,3e3,0.19,1.80814220342991,24243.8238034967
Guinea-Bissau,Western Africa,2005,7.22566069189403,98825,NA,3e3,0.19,1.90136531610877,26004.8783601539
Guinea-Bissau,Western Africa,2006,11.274159937857,157330,NA,NA,NA,2.0571967045036,28708.0154356114
Guinea-Bissau,Western Africa,2007,20.7993871608513,296223,NA,NA,NA,2.20630223745003,31421.957898562
Guinea-Bissau,Western Africa,2008,34.4043743211555,500156,NA,NA,NA,2.35488871087933,34234.359476618
Guinea-Bissau,Western Africa,2009,37.7560439856615,560345,NA,NA,NA,2.30328059172582,34183.4479179213
Guinea-Bissau,Western Africa,2010,NA,NA,NA,NA,NA,2.45,37122.988
Guinea-Bissau,Western Africa,2011,25.9769976749462,401880,NA,NA,NA,2.672,NA
Kenya,Eastern Africa,1965,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1966,NA,NA,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1967,NA,NA,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1968,NA,NA,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1969,NA,NA,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1970,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1971,NA,NA,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1972,NA,NA,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1973,NA,NA,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1974,NA,NA,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1975,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1976,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1977,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1978,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1979,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1980,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1981,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1982,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1983,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1984,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1985,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1986,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1987,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1988,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1989,0,0,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1990,0,0,4.03288514968958,8e3,0.03,0,0
Kenya,Eastern Africa,1991,0,0,3.03144630073107,1e4,0.04,NA,NA
Kenya,Eastern Africa,1992,0.004392562513153,1100,1.57790858865031,12e3,0.05,NA,NA
Kenya,Eastern Africa,1993,0.004495784254355,1162,2.35385186716558,14e3,0.05,NA,NA
Kenya,Eastern Africa,1994,0.007469160530539,1990,3.39916847442658,16e3,0.06,NA,NA
Kenya,Eastern Africa,1995,0.008309718031104,2279,3.58529191490238,18e3,0.07,7.27482162774e-4,199.517221012318
Kenya,Eastern Africa,1996,0.010024263613019,2826,4.03860235470093,5e4,0.18,0.008839114851039,2491.88763717201
Kenya,Eastern Africa,1997,0.023378999598546,6767,4.43017527946589,75e3,0.26,0.034406050923364,9958.75574645562
Kenya,Eastern Africa,1998,0.036219866307072,10756,4.49827754605971,1e5,0.34,0.05026138769748,14925.8277623332
Kenya,Eastern Africa,1999,0.07798857559449,23757,3.27885764474846,125e3,0.42,0.114256028237822,34804.847276089
Kenya,Eastern Africa,2e3,0.407644521843989,127404,3.87952651852719,15e4,0.49,0.318059713612037,99405.4318937622
Kenya,Eastern Africa,2001,1.87054657932212,6e5,4.93879823959638,175e3,0.56,0.619782266151425,198802.512485746
Kenya,Eastern Africa,2002,3.60522018676948,1187122,10.569183440064,204e3,0.64,1.20777388492125,397694.142254386
Kenya,Eastern Africa,2003,4.70572647763142,1590785,3.59817838734929,3e5,0.92,2.94190286101524,994519.117293814
Kenya,Eastern Africa,2004,7.33716813608461,2546157,3.20436570499654,396e3,1.18,3.02352804209621,1049230.02257758
Kenya,Eastern Africa,2005,12.9496698205813,4611970,2.89939784059716,492e3,1.44,3.10189770248496,1104727.71469376
Kenya,Eastern Africa,2006,20.0879216379389,7340317,3.24174680931882,NA,NA,7.5337897198037,2752918.18394282
Kenya,Eastern Africa,2007,30.277010853817,11349412,5.50938514134367,NA,NA,7.95,2980077.057
Kenya,Eastern Africa,2008,42.396036366059,16303573,4.15033990258607,NA,NA,8.67,3334084.7406
Kenya,Eastern Africa,2009,49.0711741579053,19364559,5.31063616601689,NA,NA,10.04,3962003.6752
Kenya,Eastern Africa,2010,61.6322834415159,24968891,5.69921615384066,NA,NA,14,10492784.638
Kenya,Eastern Africa,2011,64.8424594364087,26980771,NA,NA,NA,28,NA
Lesotho,Southern Africa,1965,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1966,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1967,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1968,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1969,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1970,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1971,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1972,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1973,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1974,NA,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1975,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1976,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1977,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1978,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1979,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1980,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1981,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1982,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1983,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1984,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1985,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1986,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1987,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1988,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1989,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1990,0,0,NA,NA,NA,0,0
Lesotho,Southern Africa,1991,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1992,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1993,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1994,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1995,0,0,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1996,0.068991079267579,1262,NA,NA,NA,0.002845939612577,52.058553499965
Lesotho,Southern Africa,1997,0.187645626409353,3500,NA,NA,NA,0.005584433280542,104.161854746657
Lesotho,Southern Africa,1998,0.517159206759525,9831,NA,NA,NA,0.010956532695663,208.279523062132
Lesotho,Southern Africa,1999,0.620367598820681,12e3,NA,NA,NA,0.053804459528824,1040.75956831606
Lesotho,Southern Africa,2e3,1.09986465554378,21600,0.282669625640453,NA,NA,0.211806070361977,4159.61281850338
Lesotho,Southern Africa,2001,2.8657861831901,57e3,0.517349168992656,1150,0.06,0.261150063093855,5194.23035942606
Lesotho,Southern Africa,2002,6.86244224008723,137953,0.618586402569781,3400,0.19,1.08394313737534,21790.0861528329
Lesotho,Southern Africa,2003,6.20756480116078,125950,0.075378266578879,4e3,0.22,1.53249659019509,31093.9880158767
Lesotho,Southern Africa,2004,9.58536516258379,196213,0.04685242808446,4800,0.27,2.17552433931097,44533.1137571558
Lesotho,Southern Africa,2005,12.0917709386219,249786,NA,5e3,0.28,2.58024548419449,53301.4726946574
Lesotho,Southern Africa,2006,17.1614735795309,357913,NA,NA,NA,2.97970818724486,62143.6318669858
Lesotho,Southern Africa,2007,21.6511057257679,456e3,NA,NA,NA,3.44543125970873,72565.1924814784
Lesotho,Southern Africa,2008,27.8843966283917,593216,0.216686281979545,NA,NA,3.58,76161.3496
Lesotho,Southern Africa,2009,30.7556156915989,661e3,NA,NA,NA,3.72,79950.2772
Lesotho,Southern Africa,2010,45.4768946787159,987448,NA,NA,NA,3.86,83812.8748
Lesotho,Southern Africa,2011,47.9068009880379,1051e3,NA,NA,NA,4.2248,NA
Liberia,Western Africa,1965,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1966,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1967,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1968,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1969,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1970,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1971,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1972,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1973,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1974,NA,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1975,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1976,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1977,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1978,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1979,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1980,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1981,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1982,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1983,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1984,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1985,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1986,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1987,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1988,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1989,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1990,0,0,NA,NA,NA,0,0
Liberia,Western Africa,1991,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1992,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1993,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1994,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1995,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1996,0,0,NA,NA,NA,NA,NA
Liberia,Western Africa,1997,0,0,NA,NA,NA,0.004489442626719,105.973787042391
Liberia,Western Africa,1998,0,0,NA,NA,NA,0.00409938718261,104.158664321271
Liberia,Western Africa,1999,0,0,NA,NA,NA,0.011328731854204,307.117728936678
Liberia,Western Africa,2e3,0.052681672748473,1500,NA,NA,NA,0.017702705716947,504.047369608066
Liberia,Western Africa,2001,0.068043504294906,2e3,NA,NA,NA,0.033812227177592,993.841440941873
Liberia,Western Africa,2002,0.166884617977746,5e3,NA,NA,NA,0.03271330711907,980.117506199172
Liberia,Western Africa,2003,1.55560062316209,47250,NA,NA,NA,0.031868934545033,967.990842142969
Liberia,Western Africa,2004,3.05135833461861,94370,NA,NA,NA,0.031011184804023,959.089424782836
Liberia,Western Africa,2005,5.02743249964887,16e4,NA,NA,NA,NA,NA
Liberia,Western Africa,2006,8.44972324138626,28e4,NA,NA,NA,NA,NA
Liberia,Western Africa,2007,16.1912022816079,563e3,NA,NA,NA,0.551376580555429,19172.449917776
Liberia,Western Africa,2008,23.3602936754809,854627,NA,NA,NA,0.53,19389.838
Liberia,Western Africa,2009,28.2868113565188,1085062,NA,NA,NA,0.51,19563.2379
Liberia,Western Africa,2010,39.3405108807393,1571308,NA,NA,NA,2.3,279588.54
Liberia,Western Africa,2011,49.1677509802421,2029926,NA,NA,NA,3,NA
Libya,Northern Africa,1965,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1966,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1967,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1968,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1969,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1970,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1971,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1972,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1973,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1974,NA,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1975,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1976,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1977,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1978,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1979,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1980,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1981,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1982,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1983,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1984,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1985,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1986,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1987,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1988,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1989,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1990,0,0,NA,NA,NA,0,0
Libya,Northern Africa,1991,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1992,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1993,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1994,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1995,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1996,0,0,NA,NA,NA,NA,NA
Libya,Northern Africa,1997,0.201976297677515,1e4,NA,NA,NA,NA,NA
Libya,Northern Africa,1998,0.396728340070772,2e4,NA,NA,NA,NA,NA
Libya,Northern Africa,1999,0.584302821559372,3e4,NA,NA,NA,0.133617289160985,6860.34454554183
Libya,Northern Africa,2e3,0.764644519630241,4e4,NA,NA,NA,0.187042622337565,9784.55308503425
Libya,Northern Africa,2001,0.937855623129095,5e4,NA,13e4,2.4,0.366533175284228,19541.0234925773
Libya,Northern Africa,2002,1.28811604379815,7e4,NA,13e4,2.36,2.24441822165946,121968.262310365
Libya,Northern Africa,2003,2.29197940755761,127e3,NA,13e4,2.31,2.81451798740855,155954.18668346
Libya,Northern Africa,2004,8.84517876725451,5e5,NA,13e4,2.26,3.53283816154549,199704.169610698
Libya,Northern Africa,2005,34.6637932692966,2e6,NA,13e4,2.22,3.91778797710285,226044.965515821
Libya,Northern Africa,2006,66.6395757666866,3927562,NA,NA,NA,4.30105178913002,253492.723695636
Libya,Northern Africa,2007,74.7129404307085,45e5,NA,NA,NA,4.72199937850513,284408.525227034
Libya,Northern Africa,2008,119.993023959204,7379115,NA,NA,NA,9,553465.8
Libya,Northern Africa,2009,152.236914400846,9534091,NA,NA,NA,10.8,676368.036
Libya,Northern Africa,2010,171.515466603893,109e5,NA,NA,NA,14,889715.68
Libya,Northern Africa,2011,155.69601411976,1e7,NA,NA,NA,16.9981,NA
Madagascar,Eastern Africa,1965,0,0,NA,NA,NA,NA,NA
Madagascar,Eastern Africa,1966,NA,NA,NA,NA,NA,NA,NA
Madagascar,Eastern Africa,1967,NA,NA,NA,NA,NA,NA,NA
Madagascar,Eastern Africa,1968,NA,NA,NA,NA,NA,NA,NA
