country,region,year,Fixed broadband Internet subscribers (per 100 people),Fixed broadband Internet subscribers,"Proportion of the population using improved sanitation facilities, urban",Fixed line and mobile phone subscribers (per 100 peoples),"Proportion of the population using improved sanitation facilities, rural","Proportion of the population using improved sanitation facilities, total"
Guinea-Bissau,Western Africa,1982,NA,NA,NA,0.3754858,NA,NA
Guinea-Bissau,Western Africa,1983,NA,NA,NA,0.451775325,NA,NA
Guinea-Bissau,Western Africa,1984,NA,NA,NA,0.56612747,NA,NA
Guinea-Bissau,Western Africa,1985,NA,NA,NA,0.616403276,NA,NA
Guinea-Bissau,Western Africa,1986,NA,NA,NA,0.60198963,NA,NA
Guinea-Bissau,Western Africa,1987,NA,NA,NA,0.587362103,NA,NA
Guinea-Bissau,Western Africa,1988,NA,NA,NA,0.572368147,NA,NA
Guinea-Bissau,Western Africa,1989,NA,NA,NA,0.577159666,NA,NA
Guinea-Bissau,Western Africa,1990,NA,NA,NA,0.585764592,4,NA
Guinea-Bissau,Western Africa,1991,NA,NA,NA,0.589002302,4,NA
Guinea-Bissau,Western Africa,1992,NA,NA,NA,0.593388224,4,NA
Guinea-Bissau,Western Africa,1993,NA,NA,NA,0.595708929,4,NA
Guinea-Bissau,Western Africa,1994,NA,NA,35,0.600288935,4,13
Guinea-Bissau,Western Africa,1995,NA,NA,35,0.618122931,4,13
Guinea-Bissau,Western Africa,1996,NA,NA,35,0.646398283,4,13
Guinea-Bissau,Western Africa,1997,NA,NA,35,0.60548226,4,13
Guinea-Bissau,Western Africa,1998,NA,NA,35,0.62365344,4,13
Guinea-Bissau,Western Africa,1999,NA,NA,36,0.457893405,4,13
Guinea-Bissau,Western Africa,2000,NA,NA,36,0.811609896,5,14
Guinea-Bissau,Western Africa,2001,0,0,37,0.701224327,5,14
Guinea-Bissau,Western Africa,2002,0,0,38,0.769087583,6,15
Guinea-Bissau,Western Africa,2003,0,0,39,0.787924309,6,16
Guinea-Bissau,Western Africa,2004,0,0,39,3.317225907,7,16
Guinea-Bissau,Western Africa,2005,0,0,40,6.587331059,7,17
Guinea-Bissau,Western Africa,2006,0,0,41,..,8,18
Guinea-Bissau,Western Africa,2007,0,0,42,..,8,18
Guinea-Bissau,Western Africa,2008,0,0,42,NA,9,19
Guinea-Bissau,Western Africa,2009,NA,NA,43,NA,9,19
Guinea-Bissau,Western Africa,2010,NA,NA,44,NA,9,20
Guinea-Bissau,Western Africa,2011,NA,NA,NA,NA,NA,NA
Kenya,Eastern Africa,1960,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1961,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1962,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1963,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1964,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1965,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1966,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1967,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1968,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1969,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1970,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1971,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1972,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1973,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1974,NA,NA,NA,..,NA,NA
Kenya,Eastern Africa,1975,NA,NA,NA,0.392242073,NA,NA
Kenya,Eastern Africa,1976,NA,NA,NA,0.406548599,NA,NA
Kenya,Eastern Africa,1977,NA,NA,NA,0.428887173,NA,NA
Kenya,Eastern Africa,1978,NA,NA,NA,0.432428223,NA,NA
Kenya,Eastern Africa,1979,NA,NA,NA,0.444574649,NA,NA
Kenya,Eastern Africa,1980,NA,NA,NA,0.453861619,NA,NA
Kenya,Eastern Africa,1981,NA,NA,NA,0.474138102,NA,NA
Kenya,Eastern Africa,1982,NA,NA,NA,0.501324127,NA,NA
Kenya,Eastern Africa,1983,NA,NA,NA,0.524230888,NA,NA
Kenya,Eastern Africa,1984,NA,NA,NA,0.55970227,NA,NA
Kenya,Eastern Africa,1985,NA,NA,NA,0.601620988,NA,NA
Kenya,Eastern Africa,1986,NA,NA,NA,0.634413122,NA,NA
Kenya,Eastern Africa,1987,NA,NA,NA,0.650141352,NA,NA
Kenya,Eastern Africa,1988,NA,NA,NA,0.693694001,NA,NA
Kenya,Eastern Africa,1989,NA,NA,NA,0.718453978,NA,NA
Kenya,Eastern Africa,1990,NA,NA,27,0.746565861,25,25
Kenya,Eastern Africa,1991,NA,NA,28,0.825413866,26,26
Kenya,Eastern Africa,1992,NA,NA,28,0.83349367,26,26
Kenya,Eastern Africa,1993,NA,NA,28,0.836506182,26,26
Kenya,Eastern Africa,1994,NA,NA,28,0.866584642,27,27
Kenya,Eastern Africa,1995,NA,NA,28,0.944901463,27,27
Kenya,Eastern Africa,1996,NA,NA,29,0.957748426,27,27
Kenya,Eastern Africa,1997,NA,NA,29,0.963502238,27,27
Kenya,Eastern Africa,1998,NA,NA,29,1.007491824,28,28
Kenya,Eastern Africa,1999,NA,NA,29,1.030231794,28,28
Kenya,Eastern Africa,2000,NA,NA,30,1.341072094,28,28
Kenya,Eastern Africa,2001,0,0,30,2.835495878,29,29
Kenya,Eastern Africa,2002,0,0,30,4.583613706,29,29
Kenya,Eastern Africa,2003,0,0,30,5.681311022,29,29
Kenya,Eastern Africa,2004,NA,NA,30,8.206016934,30,30
Kenya,Eastern Africa,2005,0.015159523449051,5399,31,13.7468485,30,30
Kenya,Eastern Africa,2006,0.048501752061824,17723,31,18.54311312,30,30
Kenya,Eastern Africa,2007,0.04731728317856,17737,31,..,31,31
Kenya,Eastern Africa,2008,0.008534558121303,3282,31,NA,31,31
Kenya,Eastern Africa,2009,0.021156961697106,8349,31,NA,31,31
Kenya,Eastern Africa,2010,0.010255967220398,4155,32,NA,32,32
Kenya,Eastern Africa,2011,NA,NA,NA,NA,NA,NA
Lesotho,Southern Africa,1960,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1961,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1962,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1963,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1964,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1965,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1966,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1967,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1968,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1969,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1970,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1971,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1972,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1973,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1974,NA,NA,NA,..,NA,NA
Lesotho,Southern Africa,1975,NA,NA,NA,0.166785571,NA,NA
Lesotho,Southern Africa,1976,NA,NA,NA,0.165830005,NA,NA
Lesotho,Southern Africa,1977,NA,NA,NA,0.167765019,NA,NA
Lesotho,Southern Africa,1978,NA,NA,NA,0.210160745,NA,NA
Lesotho,Southern Africa,1979,NA,NA,NA,0.244245582,NA,NA
Lesotho,Southern Africa,1980,NA,NA,NA,0.265958678,NA,NA
Lesotho,Southern Africa,1981,NA,NA,NA,0.335968216,NA,NA
Lesotho,Southern Africa,1982,NA,NA,NA,0.356250402,NA,NA
Lesotho,Southern Africa,1983,NA,NA,NA,0.370384616,NA,NA
Lesotho,Southern Africa,1984,NA,NA,NA,0.375624362,NA,NA
Lesotho,Southern Africa,1985,NA,NA,NA,0.49976024,NA,NA
Lesotho,Southern Africa,1986,NA,NA,NA,0.594593335,NA,NA
Lesotho,Southern Africa,1987,NA,NA,NA,0.67328727,NA,NA
Lesotho,Southern Africa,1988,NA,NA,NA,0.737200979,NA,NA
Lesotho,Southern Africa,1989,NA,NA,NA,0.775020852,NA,NA
Lesotho,Southern Africa,1990,NA,NA,NA,0.771735628,NA,NA
Lesotho,Southern Africa,1991,NA,NA,NA,0.755799957,NA,NA
Lesotho,Southern Africa,1992,NA,NA,NA,0.691175247,NA,NA
Lesotho,Southern Africa,1993,NA,NA,NA,0.875817354,NA,NA
Lesotho,Southern Africa,1994,NA,NA,38,0.927313429,21,24
Lesotho,Southern Africa,1995,NA,NA,38,1.033106799,21,24
Lesotho,Southern Africa,1996,NA,NA,38,0.982999812,21,24
Lesotho,Southern Africa,1997,NA,NA,38,1.336923822,21,24
Lesotho,Southern Africa,1998,NA,NA,38,1.691437588,21,24
Lesotho,Southern Africa,1999,NA,NA,37,1.810313615,22,25
Lesotho,Southern Africa,2000,NA,NA,37,2.322980161,22,25
Lesotho,Southern Africa,2001,0,0,36,4.102562492,22,25
Lesotho,Southern Africa,2002,0,0,36,8.622035586,22,25
Lesotho,Southern Africa,2003,0,0,36,8.259991425,23,26
Lesotho,Southern Africa,2004,0.001074740376921,22,35,11.87507726,23,26
Lesotho,Southern Africa,2005,0.002178383465198,45,35,15.03157008,23,26
Lesotho,Southern Africa,2006,NA,NA,34,..,23,26
Lesotho,Southern Africa,2007,0.005222854451391,110,34,..,23,26
Lesotho,Southern Africa,2008,0.006580765737901,140,33,NA,24,26
Lesotho,Southern Africa,2009,0.018611567740756,400,33,NA,24,26
Lesotho,Southern Africa,2010,0.018424689083372,400,32,NA,24,26
Lesotho,Southern Africa,2011,NA,NA,NA,NA,NA,NA
Liberia,Western Africa,1960,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1961,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1962,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1963,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1964,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1965,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1966,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1967,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1968,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1969,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1970,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1971,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1972,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1973,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1974,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1975,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1976,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1977,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1978,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1979,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1980,NA,NA,NA,..,NA,NA
Liberia,Western Africa,1981,NA,NA,NA,0.361680471,NA,NA
Liberia,Western Africa,1982,NA,NA,NA,0.348739134,NA,NA
Liberia,Western Africa,1983,NA,NA,NA,0.337113012,NA,NA
Liberia,Western Africa,1984,NA,NA,NA,0.341723609,NA,NA
Liberia,Western Africa,1985,NA,NA,NA,0.379527267,NA,NA
Liberia,Western Africa,1986,NA,NA,NA,0.367102802,NA,NA
Liberia,Western Africa,1987,NA,NA,NA,0.366759882,NA,NA
Liberia,Western Africa,1988,NA,NA,NA,0.394326144,NA,NA
Liberia,Western Africa,1989,NA,NA,NA,0.404939447,NA,NA
Liberia,Western Africa,1990,NA,NA,NA,0.438991013,NA,NA
Liberia,Western Africa,1991,NA,NA,NA,0.156686229,NA,NA
Liberia,Western Africa,1992,NA,NA,NA,0.217227387,NA,NA
Liberia,Western Africa,1993,NA,NA,NA,0.219343889,NA,NA
Liberia,Western Africa,1994,NA,NA,22,0.217354869,2,10
Liberia,Western Africa,1995,NA,NA,22,0.2099427,2,11
Liberia,Western Africa,1996,NA,NA,22,0.197209097,2,10
Liberia,Western Africa,1997,NA,NA,22,0.257259889,2,11
Liberia,Western Africa,1998,NA,NA,22,0.240893574,2,11
Liberia,Western Africa,1999,NA,NA,22,0.227109668,2,11
Liberia,Western Africa,2000,NA,NA,23,0.267007133,3,12
Liberia,Western Africa,2001,0,0,24,0.276638217,3,12
Liberia,Western Africa,2002,0,0,24,..,3,12
Liberia,Western Africa,2003,0,0,25,..,4,13
Liberia,Western Africa,2004,NA,NA,26,..,4,14
Liberia,Western Africa,2005,NA,NA,26,..,5,15
Liberia,Western Africa,2006,NA,NA,27,..,5,15
Liberia,Western Africa,2007,NA,NA,28,..,5,16
Liberia,Western Africa,2008,0.00300672960754,110,28,NA,6,16
Liberia,Western Africa,2009,0.003910395630368,150,29,NA,6,17
Liberia,Western Africa,2010,0.004656985478217,186,29,NA,7,18
Liberia,Western Africa,2011,NA,NA,NA,NA,NA,NA
Libya,Northern Africa,1960,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1961,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1962,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1963,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1964,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1965,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1966,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1967,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1968,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1969,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1970,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1971,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1972,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1973,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1974,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1975,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1976,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1977,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1978,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1979,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1980,NA,NA,NA,..,NA,NA
Libya,Northern Africa,1981,NA,NA,NA,2.777023659,NA,NA
Libya,Northern Africa,1982,NA,NA,NA,2.951504779,NA,NA
Libya,Northern Africa,1983,NA,NA,NA,3.140876192,NA,NA
Libya,Northern Africa,1984,NA,NA,NA,3.355264649,NA,NA
Libya,Northern Africa,1985,NA,NA,NA,3.607978698,NA,NA
Libya,Northern Africa,1986,NA,NA,NA,3.899529993,NA,NA
Libya,Northern Africa,1987,NA,NA,NA,4.238874668,NA,NA
Libya,Northern Africa,1988,NA,NA,NA,4.76741794,NA,NA
Libya,Northern Africa,1989,NA,NA,NA,5.05252898,NA,NA
Libya,Northern Africa,1990,NA,NA,97,5.041514581,96,97
Libya,Northern Africa,1991,NA,NA,97,5.22790929,96,97
Libya,Northern Africa,1992,NA,NA,97,5.183430205,96,97
Libya,Northern Africa,1993,NA,NA,97,5.169585005,96,97
Libya,Northern Africa,1994,NA,NA,97,5.57325698,96,97
Libya,Northern Africa,1995,NA,NA,97,6.58031963,96,97
Libya,Northern Africa,1996,NA,NA,97,7.707576182,96,97
Libya,Northern Africa,1997,NA,NA,97,8.150558711,96,97
Libya,Northern Africa,1998,NA,NA,97,10.1305023,96,97
Libya,Northern Africa,1999,NA,NA,97,11.0725946,96,97
Libya,Northern Africa,2000,NA,NA,97,12.06585826,96,97
Libya,Northern Africa,2001,NA,NA,97,13.01421978,96,97
Libya,Northern Africa,2002,0,0,97,14.18836109,96,97
Libya,Northern Africa,2003,0,0,97,15.43294605,96,97
Libya,Northern Africa,2004,0,0,97,17.83434526,96,97
Libya,Northern Africa,2005,NA,NA,97,19.36225049,96,97
Libya,Northern Africa,2006,0.163699166810605,9648,97,73.03895925,96,97
Libya,Northern Africa,2007,0.162708181382432,9800,97,..,96,97
Libya,Northern Africa,2008,0.751948900907698,46242,97,NA,96,97
Libya,Northern Africa,2009,1.00596119832014,63e3,97,NA,96,97
Libya,Northern Africa,2010,1.14555468135327,72800,97,NA,96,97
Libya,Northern Africa,2011,NA,NA,NA,NA,NA,NA
Madagascar,Eastern Africa,1960,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1961,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1962,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1963,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1964,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1965,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1966,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1967,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1968,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1969,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1970,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1971,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1972,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1973,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1974,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1975,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1976,NA,NA,NA,0.185948981,NA,NA
Madagascar,Eastern Africa,1977,NA,NA,NA,0.180998447,NA,NA
Madagascar,Eastern Africa,1978,NA,NA,NA,..,NA,NA
Madagascar,Eastern Africa,1979,NA,NA,NA,0.209957382,NA,NA
Madagascar,Eastern Africa,1980,NA,NA,NA,0.210834044,NA,NA
Madagascar,Eastern Africa,1981,NA,NA,NA,0.207146312,NA,NA
Madagascar,Eastern Africa,1982,NA,NA,NA,0.202831038,NA,NA
Madagascar,Eastern Africa,1983,NA,NA,NA,0.19920452,NA,NA
Madagascar,Eastern Africa,1984,NA,NA,NA,0.208315306,NA,NA
Madagascar,Eastern Africa,1985,NA,NA,NA,0.21291495,NA,NA
Madagascar,Eastern Africa,1986,NA,NA,NA,0.218441482,NA,NA
Madagascar,Eastern Africa,1987,NA,NA,NA,0.226331271,NA,NA
Madagascar,Eastern Africa,1988,NA,NA,NA,0.224418137,NA,NA
Madagascar,Eastern Africa,1989,NA,NA,NA,0.237354846,NA,NA
Madagascar,Eastern Africa,1990,NA,NA,15,0.262131465,7,9
Madagascar,Eastern Africa,1991,NA,NA,16,0.293054497,8,10
Madagascar,Eastern Africa,1992,NA,NA,16,0.286750651,8,10
Madagascar,Eastern Africa,1993,NA,NA,16,0.26487758,8,10
Madagascar,Eastern Africa,1994,NA,NA,16,0.250980968,8,10
Madagascar,Eastern Africa,1995,NA,NA,17,0.275139023,9,11
Madagascar,Eastern Africa,1996,NA,NA,17,0.290201594,9,11
Madagascar,Eastern Africa,1997,NA,NA,17,0.319375103,9,11
Madagascar,Eastern Africa,1998,NA,NA,18,0.393058056,9,11
Madagascar,Eastern Africa,1999,NA,NA,18,0.546976779,9,11
Madagascar,Eastern Africa,2000,NA,NA,18,0.729543391,10,12
Madagascar,Eastern Africa,2001,0,0,18,1.235734445,10,12
Madagascar,Eastern Africa,2002,0,0,19,1.297763535,10,12
Madagascar,Eastern Africa,2003,0,0,19,1.946424449,10,13
Madagascar,Eastern Africa,2004,0,0,19,2.164854506,11,13
Madagascar,Eastern Africa,2005,0,0,20,3.095970698,11,14
Madagascar,Eastern Africa,2006,0.007385953230256,1361,20,6.136522712,11,14
Madagascar,Eastern Africa,2007,0.012402273483196,2354,20,..,11,14
Madagascar,Eastern Africa,2008,0.017844825936718,3488,20,NA,12,14
Madagascar,Eastern Africa,2009,0.022649403825752,4558,21,NA,12,15
Madagascar,Eastern Africa,2010,0.025871391329536,5359,21,NA,12,15
Madagascar,Eastern Africa,2011,NA,NA,NA,NA,NA,NA
Malawi,Eastern Africa,1960,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1961,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1962,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1963,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1964,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1965,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1966,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1967,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1968,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1969,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1970,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1971,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1972,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1973,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1974,NA,NA,NA,..,NA,NA
Malawi,Eastern Africa,1975,NA,NA,NA,0.164897869,NA,NA
Malawi,Eastern Africa,1976,NA,NA,NA,0.174915439,NA,NA
Malawi,Eastern Africa,1977,NA,NA,NA,0.190102613,NA,NA
Malawi,Eastern Africa,1978,NA,NA,NA,0.20203242,NA,NA
Malawi,Eastern Africa,1979,NA,NA,NA,0.218359626,NA,NA
Malawi,Eastern Africa,1980,NA,NA,NA,0.234199499,NA,NA
Malawi,Eastern Africa,1981,NA,NA,NA,0.241747914,NA,NA
Malawi,Eastern Africa,1982,NA,NA,NA,0.251181945,NA,NA
Malawi,Eastern Africa,1983,NA,NA,NA,0.254277588,NA,NA
Malawi,Eastern Africa,1984,NA,NA,NA,0.262100307,NA,NA
Malawi,Eastern Africa,1985,NA,NA,NA,0.273327021,NA,NA
Malawi,Eastern Africa,1986,NA,NA,NA,0.276899513,NA,NA
Malawi,Eastern Africa,1987,NA,NA,NA,0.275839172,NA,NA
Malawi,Eastern Africa,1988,NA,NA,NA,0.272952374,NA,NA
Malawi,Eastern Africa,1989,NA,NA,NA,0.285366544,NA,NA
Malawi,Eastern Africa,1990,NA,NA,48,0.282016285,38,39
Malawi,Eastern Africa,1991,NA,NA,48,0.29534232,39,40
Malawi,Eastern Africa,1992,NA,NA,48,0.314501239,39,40
Malawi,Eastern Africa,1993,NA,NA,48,0.332237232,40,41
Malawi,Eastern Africa,1994,NA,NA,48,0.332646542,41,42
Malawi,Eastern Africa,1995,NA,NA,48,0.344056493,41,42
Malawi,Eastern Africa,1996,NA,NA,48,0.379652171,42,43
Malawi,Eastern Africa,1997,NA,NA,48,0.412487373,43,44
Malawi,Eastern Africa,1998,NA,NA,49,0.437527705,43,44
Malawi,Eastern Africa,1999,NA,NA,49,0.567543245,44,45
Malawi,Eastern Africa,2000,NA,NA,49,0.821138933,45,46
Malawi,Eastern Africa,2001,0,0,49,0.923743078,45,46
Malawi,Eastern Africa,2002,0,0,49,1.298115181,46,46
Malawi,Eastern Africa,2003,5.68137607869e-4,69,49,1.750594417,47,47
Malawi,Eastern Africa,2004,0.001106408075047,138,49,2.444069331,47,47
Malawi,Eastern Africa,2005,0.003150690262425,404,49,4.022571749,48,48
Malawi,Eastern Africa,2006,NA,NA,49,..,49,49
Malawi,Eastern Africa,2007,0.011692933700404,1589,49,..,49,49
Malawi,Eastern Africa,2008,0.019278673438765,2700,49,NA,50,50
Malawi,Eastern Africa,2009,0.027004027754601,3900,49,NA,51,51
Malawi,Eastern Africa,2010,0.034360110059728,5120,49,NA,51,51
Malawi,Eastern Africa,2011,NA,NA,NA,NA,NA,NA
Mali,Western Africa,1960,NA,NA,NA,..,NA,NA
Mali,Western Africa,1961,NA,NA,NA,..,NA,NA
Mali,Western Africa,1962,NA,NA,NA,..,NA,NA
Mali,Western Africa,1963,NA,NA,NA,..,NA,NA
Mali,Western Africa,1964,NA,NA,NA,..,NA,NA
Mali,Western Africa,1965,NA,NA,NA,..,NA,NA
Mali,Western Africa,1966,NA,NA,NA,..,NA,NA
Mali,Western Africa,1967,NA,NA,NA,..,NA,NA
Mali,Western Africa,1968,NA,NA,NA,..,NA,NA
Mali,Western Africa,1969,NA,NA,NA,..,NA,NA
Mali,Western Africa,1970,NA,NA,NA,..,NA,NA
Mali,Western Africa,1971,NA,NA,NA,..,NA,NA
Mali,Western Africa,1972,NA,NA,NA,..,NA,NA
Mali,Western Africa,1973,NA,NA,NA,..,NA,NA
Mali,Western Africa,1974,NA,NA,NA,..,NA,NA
Mali,Western Africa,1975,NA,NA,NA,0.0655,NA,NA
Mali,Western Africa,1976,NA,NA,NA,0.06772796,NA,NA
Mali,Western Africa,1977,NA,NA,NA,0.0698,NA,NA
Mali,Western Africa,1978,NA,NA,NA,0.0687,NA,NA
Mali,Western Africa,1979,NA,NA,NA,0.0705,NA,NA
Mali,Western Africa,1980,NA,NA,NA,0.0811,NA,NA
Mali,Western Africa,1981,NA,NA,NA,0.086787813,NA,NA
Mali,Western Africa,1982,NA,NA,NA,0.0919,NA,NA
Mali,Western Africa,1983,NA,NA,NA,0.1,NA,NA
Mali,Western Africa,1984,NA,NA,NA,0.106519053,NA,NA
Mali,Western Africa,1985,NA,NA,NA,0.106609965,NA,NA
Mali,Western Africa,1986,NA,NA,NA,0.105614535,NA,NA
Mali,Western Africa,1987,NA,NA,NA,0.119635663,NA,NA
Mali,Western Africa,1988,NA,NA,NA,0.12020018,NA,NA
Mali,Western Africa,1989,NA,NA,NA,0.129245121,NA,NA
Mali,Western Africa,1990,NA,NA,33,0.145638626,10,15
Mali,Western Africa,1991,NA,NA,33,0.158440772,10,15
Mali,Western Africa,1992,NA,NA,33,0.159014987,10,16
Mali,Western Africa,1993,NA,NA,33,0.166672439,11,16
Mali,Western Africa,1994,NA,NA,33,0.178689594,11,17
Mali,Western Africa,1995,NA,NA,33,0.196478227,11,17
Mali,Western Africa,1996,NA,NA,33,0.250624834,11,17
Mali,Western Africa,1997,NA,NA,34,0.293515487,11,17
Mali,Western Africa,1998,NA,NA,34,0.33327535,12,18
Mali,Western Africa,1999,NA,NA,34,0.412965885,12,18
Mali,Western Africa,2000,NA,NA,34,0.496001431,12,18
Mali,Western Africa,2001,0,0,34,0.93621446,12,18
Mali,Western Africa,2002,0,0,34,1.029931579,12,19
Mali,Western Africa,2003,0,0,34,2.798430818,13,19
Mali,Western Africa,2004,0,0,34,4.216117501,13,20
Mali,Western Africa,2005,0,0,34,8.135119097,13,20
Mali,Western Africa,2006,0.022695845652359,3085,35,13.33070585,13,20
Mali,Western Africa,2007,0.022823256841664,3200,35,..,14,21
Mali,Western Africa,2008,0.018402502353044,2661,35,NA,14,21
Mali,Western Africa,2009,0.020181339631825,3009,35,NA,14,21
Mali,Western Africa,2010,0.01505530253741,2314,35,NA,14,22
Mali,Western Africa,2011,NA,NA,NA,NA,NA,NA
Mauritania,Western Africa,1960,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1961,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1962,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1963,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1964,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1965,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1966,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1967,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1968,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1969,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1970,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1971,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1972,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1973,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1974,NA,NA,NA,..,NA,NA
Mauritania,Western Africa,1975,NA,NA,NA,0.10108032,NA,NA
